X,Y,Z,facies,density,porosity,permeability
87,85,197,0,2.318323,0.1043,105.281
87,85,196,0,2.255444,0.1467,67.210945
87,85,195,0,2.313281,0.1077,131.165615
87,85,194,0,2.281545,0.1291,62.735014
87,85,193,0,2.314022,0.1072,176.063771
87,85,192,0,2.299934,0.1167,61.22799
87,85,191,0,2.313281,0.1077,115.459587
87,85,190,0,2.315209,0.1064,98.394314
87,85,189,0,2.337009,0.0917,38.507915
87,85,188,0,2.314467,0.1069,54.085394
87,85,187,0,2.313578,0.1075,73.220046
87,85,186,0,2.30023,0.1165,60.934044
87,85,185,0,2.284956,0.1268,115.281601
87,85,184,0,2.274575,0.1338,162.453847
87,85,183,0,2.315209,0.1064,97.528153
87,85,182,0,2.260931,0.143,77.690873
87,85,181,0,2.294447,0.1204,78.314107
87,85,180,0,2.28199,0.1288,78.189782
87,85,179,0,2.286735,0.1256,48.687783
87,85,178,0,2.316692,0.1054,170.879514
87,85,177,0,2.26627,0.1394,78.713641
87,85,176,0,2.276354,0.1326,68.548823
87,85,175,0,2.280358,0.1299,131.938031
87,85,174,0,2.271164,0.1361,132.660002
87,85,173,0,2.269532,0.1372,142.298394
87,85,172,0,2.271905,0.1356,194.6794
87,85,171,0,2.288515,0.1244,158.646319
87,85,170,0,2.294002,0.1207,370.595379
87,85,169,0,2.280952,0.1295,236.455816
87,85,168,0,2.252775,0.1485,255.352433
87,85,167,0,2.258558,0.1446,306.154044
87,85,166,0,2.272795,0.135,309.998791
87,85,165,0,2.276354,0.1326,305.977858
87,85,164,0,2.309128,0.1105,95.519051
87,85,163,0,2.302752,0.1148,95.527849
87,85,162,0,2.259448,0.144,170.899188
87,85,161,0,2.284659,0.127,56.819839
87,85,160,0,2.288663,0.1243,104.409496
87,85,159,0,2.289405,0.1238,95.558649
87,85,158,0,2.294595,0.1203,42.562781
87,85,157,0,2.280507,0.1298,116.600389
87,85,156,0,2.284807,0.1269,70.187537
87,85,155,1,2.185965,0.278,3032.075422
87,85,154,3,2.345411,0.071,16.50479
87,85,153,3,2.345995,0.0706,11.876542
87,85,152,0,2.340865,0.0891,46.037316
87,85,151,0,2.313726,0.1074,71.535234
87,85,150,0,2.288366,0.1245,78.085429
87,85,149,0,2.315209,0.1064,82.95642
87,85,148,0,2.289108,0.124,82.567664
87,85,147,1,2.167462,0.2877,2973.924919
87,85,146,1,2.175664,0.2834,3427.362179
87,85,145,3,2.367588,0.0558,8.038185
87,85,144,0,2.347983,0.0843,38.445012
87,85,143,0,2.345165,0.0862,141.50116
87,85,142,0,2.345907,0.0857,69.931042
87,85,141,0,2.335674,0.0926,95.080181
87,85,140,0,2.351987,0.0816,30.640793
87,85,139,0,2.364593,0.0731,29.326484
87,85,138,0,2.346797,0.0851,49.781732
87,85,137,0,2.321289,0.1023,30.585107
87,85,136,0,2.350208,0.0828,22.210585
87,85,135,0,2.322772,0.1013,66.90522
87,85,134,0,2.323217,0.101,40.901572
87,85,133,0,2.366224,0.072,20.339487
87,85,132,0,2.34131,0.0888,28.803814
87,85,131,0,2.346945,0.085,49.150733
87,85,130,0,2.320844,0.1026,38.579802
87,85,129,0,2.320844,0.1026,31.665037
87,85,128,0,2.341013,0.089,117.562821
87,85,127,0,2.335526,0.0927,44.194681
87,85,126,0,2.368597,0.0704,22.605286
87,85,125,0,2.345759,0.0858,49.645513
87,85,124,0,2.319065,0.1038,61.104051
87,85,123,0,2.327666,0.098,97.505699
87,85,122,0,2.314764,0.1067,29.489676
87,85,121,0,2.331818,0.0952,58.914202
87,85,120,0,2.322772,0.1013,38.922435
87,85,119,0,2.342051,0.0883,44.197734
87,85,118,0,2.336712,0.0919,34.734416
87,85,117,0,2.311205,0.1091,22.653223
87,85,116,0,2.379126,0.0633,20.755825
87,85,115,0,2.33775,0.0912,49.731322
87,85,114,0,2.374974,0.0661,29.464563
87,85,113,3,2.357521,0.0627,13.550646
87,85,112,1,2.154301,0.2946,5445.026528
87,85,111,1,2.17185,0.2854,5262.595621
87,85,110,1,2.171468,0.2856,5385.797247
87,85,109,1,2.146289,0.2988,5423.50444
87,85,108,1,2.166508,0.2882,5159.409512
87,85,107,1,2.146289,0.2988,5510.360344
87,85,106,1,2.175855,0.2833,3933.23595
87,85,105,1,2.215722,0.2624,4021.425246
87,85,104,1,2.205803,0.2676,3590.955308
87,85,103,1,2.193404,0.2741,3936.497682
87,85,102,1,2.185774,0.2781,3867.586183
87,85,101,1,2.186156,0.2779,4350.708637
87,85,100,1,2.176809,0.2828,4374.41518
87,85,99,1,2.168416,0.2872,4718.456982
87,85,98,1,2.203895,0.2686,4355.72046
87,85,97,3,2.376488,0.0497,1.981103
87,85,96,3,2.375466,0.0504,3.572153
87,85,95,0,2.410121,0.0424,2.0649
87,85,94,0,2.411604,0.0414,2.672126
87,85,93,0,2.412494,0.0408,2.079271
87,85,92,0,2.408341,0.0436,2.569177
87,85,91,0,2.420502,0.0354,3.377629
87,85,90,0,2.418722,0.0366,1.828294
87,85,89,0,2.418574,0.0367,4.28661
87,85,88,0,2.410269,0.0423,3.578228
87,85,87,0,2.405968,0.0452,1.955938
87,85,86,0,2.419909,0.0358,3.356796
87,85,85,0,2.413828,0.0399,1.794787
87,85,84,0,2.414273,0.0396,3.191788
87,85,83,0,2.411307,0.0416,2.204474
87,85,82,0,2.410566,0.0421,1.290022
87,85,81,0,2.415015,0.0391,2.902365
87,85,80,0,2.416053,0.0384,3.164893
93,105,199,0,2.314616,0.1068,322.879149
93,105,198,0,2.360589,0.0758,107.114928
93,105,197,0,2.31684,0.1053,156.693146
93,105,196,0,2.280358,0.1299,303.563814
93,105,195,0,2.315654,0.1061,371.073551
93,105,194,0,2.292519,0.1217,317.555764
93,105,193,0,2.302455,0.115,300.462309
93,105,192,0,2.32559,0.0994,353.671448
93,105,191,0,2.336416,0.0921,239.177323
93,105,190,0,2.338195,0.0909,388.347041
93,105,189,0,2.306607,0.1122,320.280133
93,105,188,0,2.298599,0.1176,214.274258
93,105,187,0,2.326183,0.099,105.757214
93,105,186,0,2.319361,0.1036,260.057869
93,105,185,0,2.352284,0.0814,156.124119
93,105,184,0,2.332263,0.0949,131.005642
93,105,183,0,2.30809,0.1112,110.695509
93,105,182,0,2.342051,0.0883,104.520144
93,105,181,0,2.369338,0.0699,38.955609
93,105,180,0,2.350504,0.0826,38.501708
93,105,179,0,2.312243,0.1084,38.483096
93,105,178,0,2.337009,0.0917,57.200523
93,105,177,0,2.346352,0.0854,121.45349
93,105,176,0,2.312688,0.1081,152.058254
93,105,175,0,2.291036,0.1227,130.268676
93,105,174,0,2.346055,0.0856,104.705622
93,105,173,0,2.330484,0.0961,295.161698
93,105,172,0,2.327518,0.0981,163.900395
93,105,171,0,2.346352,0.0854,73.475069
93,105,170,0,2.33256,0.0947,78.711828
93,105,169,0,2.342793,0.0878,78.769847
93,105,168,0,2.333005,0.0944,136.128795
93,105,167,0,2.316099,0.1058,78.353789
93,105,166,0,2.314319,0.107,49.650085
93,105,165,0,2.320993,0.1025,103.743286
93,105,164,0,2.321882,0.1019,97.51468
93,105,163,0,2.295781,0.1195,97.474272
93,105,162,0,2.307794,0.1114,96.456167
93,105,161,0,2.294299,0.1205,53.67351
93,105,160,0,2.309722,0.1101,96.551717
93,105,159,0,2.325293,0.0996,38.400776
93,105,158,0,2.288366,0.1245,77.676563
93,105,157,0,2.290443,0.1231,97.53489
93,105,156,0,2.31773,0.1047,167.988673
93,105,155,2,2.303375,0.2175,3132.203713
93,105,154,2,2.17636,0.284,2221.211943
93,105,153,2,2.179225,0.2825,2091.413948
93,105,152,2,2.247221,0.2469,3030.400298
93,105,151,2,2.223728,0.2592,2188.668563
93,105,150,2,2.246457,0.2473,1296.462621
93,105,149,2,2.244356,0.2484,1935.84241
93,105,148,2,2.264029,0.2381,2218.09427
93,105,147,2,2.228503,0.2567,1790.317266
93,105,146,2,2.160889,0.2921,2867.477376
93,105,145,2,2.229267,0.2563,2124.61381
93,105,144,2,2.264029,0.2381,1484.670229
93,105,143,2,2.252187,0.2443,1550.065321
93,105,142,2,2.259063,0.2407,1287.9233
93,105,141,2,2.206156,0.2684,1850.077835
93,105,140,2,2.273197,0.2333,1677.992441
93,105,139,2,2.260782,0.2398,1656.227533
93,105,138,2,2.278545,0.2305,1328.036465
93,105,137,2,2.232896,0.2544,2143.137325
93,105,136,3,2.342785,0.0728,12.310055
93,105,135,3,2.348913,0.0686,10.442152
93,105,134,3,2.352122,0.0664,14.162176
93,105,133,0,2.309128,0.1105,210.46021
93,105,132,0,2.281545,0.1291,133.481169
93,105,131,0,2.267605,0.1385,298.634515
93,105,130,0,2.289701,0.1236,255.240743
93,105,129,0,2.280952,0.1295,139.492224
93,105,128,0,2.276947,0.1322,303.605755
93,105,127,0,2.264342,0.1407,296.210194
93,105,126,0,2.252775,0.1485,95.102077
93,105,125,0,2.269829,0.137,130.265677
93,105,124,0,2.258113,0.1449,162.139937
93,105,123,0,2.253219,0.1482,103.996806
93,105,122,0,2.27324,0.1347,79.144365
93,105,121,0,2.2593,0.1441,38.578914
93,105,120,0,2.273833,0.1343,56.231543
93,105,119,0,2.34472,0.0865,44.222165
93,105,118,0,2.321586,0.1021,96.756467
93,105,117,0,2.301565,0.1156,43.980484
93,105,116,0,2.345907,0.0857,50.626744
93,105,115,0,2.308239,0.1111,50.520775
93,105,114,0,2.331373,0.0955,79.087892
93,105,113,2,2.129374,0.3086,5728.355997
93,105,112,2,2.185337,0.2793,5292.976917
93,105,111,2,2.157069,0.2941,5669.307324
93,105,110,2,2.159361,0.2929,5625.485376
93,105,109,2,2.074366,0.3374,5669.176784
93,105,108,2,2.091556,0.3284,5734.558665
93,105,107,2,2.221054,0.2606,5099.528227
93,105,106,2,2.188966,0.2774,5551.367774
93,105,105,2,2.231941,0.2549,3426.178615
93,105,104,3,2.362044,0.0596,10.232694
93,105,103,1,2.210572,0.2651,3925.364586
93,105,102,1,2.192641,0.2745,4255.984131
93,105,101,1,2.21267,0.264,3868.031481
93,105,100,1,2.197791,0.2718,3987.126364
93,105,99,1,2.226785,0.2566,3407.61091
93,105,98,1,2.193595,0.274,3516.89984
93,105,97,3,2.352706,0.066,11.07108
93,105,96,3,2.3476,0.0695,11.945106
93,105,95,0,2.344424,0.0867,7.554296
93,105,94,0,2.359847,0.0763,5.895994
93,105,93,0,2.356733,0.0784,5.373546
93,105,92,0,2.380757,0.0622,2.026175
93,105,91,0,2.379274,0.0632,4.1365
93,105,90,0,2.364148,0.0734,3.302402
93,105,89,0,2.349318,0.0834,2.886151
93,105,88,0,2.381054,0.062,6.796104
93,105,87,0,2.318471,0.1042,5.562192
93,105,86,0,2.361775,0.075,4.37897
93,105,85,0,2.340123,0.0896,7.70852
93,105,84,0,2.361034,0.0755,13.349346
93,105,83,0,2.393659,0.0535,12.802359
93,105,82,0,2.388469,0.057,6.783128
93,105,81,0,2.341013,0.089,12.582878
93,105,80,0,2.373194,0.0673,22.312077
53,5,199,2,2.18018,0.282,3093.641607
53,5,198,2,2.199471,0.2719,2220.087032
53,5,197,2,2.263456,0.2384,2222.951564
53,5,196,2,2.268804,0.2356,2127.40414
53,5,195,2,2.333171,0.2019,964.42842
53,5,194,2,2.267658,0.2362,1385.223976
53,5,193,2,2.260973,0.2397,1088.178147
53,5,192,2,2.265748,0.2372,1101.082854
53,5,191,2,2.25467,0.243,1536.349417
53,5,190,2,2.178461,0.2829,2698.422814
53,5,189,2,2.181899,0.2811,2037.933461
53,5,188,2,2.239008,0.2512,1793.081377
53,5,187,2,2.17063,0.287,3748.866715
53,5,186,2,2.221436,0.2604,3208.115533
53,5,185,2,2.169484,0.2876,3093.07179
53,5,184,2,2.224492,0.2588,2867.675461
53,5,183,3,2.366421,0.0566,7.84903
53,5,182,3,2.35898,0.0617,7.152338
53,5,181,3,2.362044,0.0596,9.657684
53,5,180,0,2.390397,0.0557,3.808825
53,5,179,0,2.384613,0.0596,2.648823
53,5,178,0,2.415756,0.0386,3.496552
53,5,177,0,2.382982,0.0607,4.313214
53,5,176,0,2.389655,0.0562,7.459642
53,5,175,0,2.388321,0.0571,5.922472
53,5,174,0,2.39277,0.0541,5.038601
53,5,173,0,2.3901,0.0559,5.415381
53,5,172,0,2.379571,0.063,6.569208
53,5,171,0,2.364444,0.0732,22.198314
53,5,170,0,2.378681,0.0636,18.434442
53,5,169,0,2.348428,0.084,20.298316
53,5,168,0,2.346055,0.0856,26.25911
53,5,167,0,2.372898,0.0675,7.796362
53,5,166,0,2.350801,0.0824,10.817577
53,5,165,0,2.380313,0.0625,19.333033
53,5,164,0,2.371711,0.0683,11.687187
53,5,163,0,2.355546,0.0792,12.893179
53,5,162,0,2.340716,0.0892,28.74948
53,5,161,0,2.340123,0.0896,13.089709
53,5,160,0,2.338047,0.091,30.700115
53,5,159,0,2.349763,0.0831,49.948218
53,5,158,0,2.359995,0.0762,10.386519
53,5,157,0,2.342348,0.0881,44.19061
53,5,156,0,2.353174,0.0808,55.604508
53,5,155,0,2.329446,0.0968,50.257398
53,5,154,0,2.337305,0.0915,31.201107
53,5,153,0,2.336861,0.0918,15.568974
53,5,152,0,2.331967,0.0951,29.476777
53,5,151,0,2.317582,0.1048,26.787365
53,5,150,0,2.293112,0.1213,30.881615
53,5,149,0,2.302603,0.1149,15.218786
53,5,148,0,2.323217,0.101,22.40784
53,5,147,0,2.312984,0.1079,50.495189
53,5,146,0,2.307794,0.1114,22.81445
53,5,145,0,2.344127,0.0869,41.78015
53,5,144,0,2.354953,0.0796,41.41713
53,5,143,0,2.321437,0.1022,60.978958
53,5,142,0,2.345462,0.086,26.791683
53,5,141,0,2.326628,0.0987,12.810321
53,5,140,0,2.327369,0.0982,18.464604
53,5,139,0,2.334933,0.0931,33.509658
53,5,138,0,2.33078,0.0959,24.065229
53,5,137,0,2.312984,0.1079,30.98632
53,5,136,0,2.350356,0.0827,28.822391
53,5,135,2,2.177697,0.2833,2360.804368
53,5,134,2,2.204055,0.2695,1793.205243
53,5,133,2,2.20119,0.271,2728.726446
53,5,132,2,2.205965,0.2685,2461.784313
53,5,131,3,2.355186,0.0643,11.90392
53,5,130,1,2.204277,0.2684,3116.592348
53,5,129,1,2.193595,0.274,3432.890889
53,5,128,1,2.179289,0.2815,2867.477376
53,5,127,1,2.185202,0.2784,3065.27893
53,5,126,1,2.182341,0.2799,3756.47065
53,5,125,1,2.150867,0.2964,3439.537114
53,5,124,1,2.165173,0.2889,3924.099402
53,5,123,1,2.193404,0.2741,2618.303583
53,5,122,1,2.19741,0.272,2815.204837
53,5,121,1,2.216867,0.2618,2416.017079
53,5,120,3,2.353144,0.0657,9.916331
53,5,119,0,2.42851,0.03,1.148204
53,5,118,0,2.417684,0.0373,1.109504
53,5,117,0,2.422875,0.0338,1.086311
53,5,116,0,2.410417,0.0422,1.426172
53,5,115,0,2.42851,0.03,1.685435
53,5,114,0,2.432662,0.0272,1.085955
53,5,113,1,2.219156,0.2606,3436.528896
53,5,112,1,2.223733,0.2582,3451.834778
53,5,111,1,2.219728,0.2603,3431.626398
53,5,110,1,2.212479,0.2641,3041.165114
53,5,109,1,2.245098,0.247,2872.367472
53,5,108,1,2.233462,0.2531,2860.684745
53,5,107,1,2.235942,0.2518,3360.005591
53,5,106,1,2.18978,0.276,3937.857535
53,5,105,1,2.18978,0.276,3560.000017
53,5,104,1,2.198936,0.2712,3921.47996
53,5,103,1,2.175283,0.2836,4366.766802
53,5,102,3,2.376488,0.0497,3.334871
53,5,101,3,2.37678,0.0495,3.190274
53,5,100,0,2.425841,0.0318,1.071132
53,5,99,0,2.42673,0.0312,1.085775
53,5,98,0,2.425841,0.0318,1.074591
53,5,97,0,2.425396,0.0321,1.25238
53,5,96,0,2.418722,0.0366,1.08555
53,5,95,0,2.431031,0.0283,1.034042
53,5,94,0,2.422133,0.0343,1.086348
53,5,93,0,2.414718,0.0393,1.190617
53,5,92,0,2.419909,0.0358,1.984659
53,5,91,0,2.414866,0.0392,1.884517
53,5,90,2,2.22411,0.259,1461.201132
53,5,89,2,2.32152,0.208,1597.460028
53,5,88,2,2.285803,0.2267,2451.150626
53,5,87,2,2.286376,0.2264,2247.242812
53,5,86,2,2.266321,0.2369,2828.655121
53,5,85,2,2.251996,0.2444,2384.569584
53,5,84,2,2.233469,0.2541,3254.393022
53,5,83,2,2.253524,0.2436,2852.594234
53,5,82,3,2.36146,0.06,6.322531
53,5,81,3,2.355478,0.0641,6.999145
53,5,80,3,2.352706,0.066,9.379096
93,5,199,0,2.372156,0.068,7.832186
93,5,198,0,2.355695,0.0791,8.682824
93,5,197,0,2.374825,0.0662,12.670974
93,5,196,0,2.378385,0.0638,22.563684
93,5,195,0,2.390397,0.0557,12.812976
93,5,194,0,2.394994,0.0526,5.904893
93,5,193,2,2.227548,0.2572,2464.336446
93,5,192,2,2.158024,0.2936,4131.711605
93,5,191,2,2.150384,0.2976,5124.600327
93,5,190,2,2.141407,0.3023,4052.471787
93,5,189,2,2.188393,0.2777,1783.980077
93,5,188,2,2.269377,0.2353,1225.011033
93,5,187,2,2.236334,0.2526,1475.910424
93,5,186,2,2.23557,0.253,1739.241942
93,5,185,2,2.247412,0.2468,2366.628009
93,5,184,2,2.255052,0.2428,1303.917158
93,5,183,2,2.204628,0.2692,1770.231237
93,5,182,2,2.256962,0.2418,2462.578027
93,5,181,2,2.255816,0.2424,1538.685992
93,5,180,2,2.229267,0.2563,1285.819477
93,5,179,2,2.299364,0.2196,1660.045532
93,5,178,2,2.237671,0.2519,1550.529381
93,5,177,3,2.355478,0.0641,14.436769
93,5,176,1,2.171659,0.2855,3058.792383
93,5,175,1,2.18215,0.28,3441.993137
93,5,174,1,2.178907,0.2817,3450.483858
93,5,173,3,2.348475,0.0689,15.459662
93,5,172,3,2.355186,0.0643,9.930337
93,5,171,1,2.169179,0.2868,3398.286576
93,5,170,1,2.187491,0.2772,2687.014438
93,5,169,1,2.188826,0.2765,3310.701305
93,5,168,1,2.19493,0.2733,2808.988751
93,5,167,1,2.203895,0.2686,3031.79617
93,5,166,1,2.216485,0.262,2730.549161
93,5,165,1,2.163647,0.2897,3309.939076
93,5,164,1,2.174901,0.2838,2887.819203
93,5,163,1,2.194549,0.2735,2842.104223
93,5,162,1,2.189589,0.2761,2606.15355
93,5,161,1,2.198745,0.2713,2900.213702
93,5,160,1,2.185011,0.2785,2919.980828
93,5,159,1,2.201988,0.2696,3007.599473
93,5,158,1,2.207329,0.2668,3011.133427
93,5,157,1,2.212861,0.2639,2503.052738
93,5,156,1,2.198936,0.2712,2832.370093
93,5,155,1,2.185965,0.278,2815.140015
93,5,154,1,2.169942,0.2864,2965.58243
93,5,153,1,2.212288,0.2642,2432.932164
93,5,152,3,2.352122,0.0664,12.547003
93,5,151,3,2.350372,0.0676,13.765754
93,5,150,1,2.157734,0.2928,3212.033011
93,5,149,1,2.171659,0.2855,3442.86505
93,5,148,1,2.173757,0.2844,3430.915327
93,5,147,1,2.157734,0.2928,3629.108896
93,5,146,1,2.167271,0.2878,3809.868623
93,5,145,1,2.187873,0.277,3432.653761
93,5,144,1,2.203705,0.2687,3287.683484
93,5,143,1,2.157353,0.293,3685.27584
93,5,142,3,2.337678,0.0763,17.403236
93,5,141,3,2.344536,0.0716,16.752129
93,5,140,1,2.149913,0.2969,3813.906132
93,5,139,3,2.358396,0.0621,9.218834
93,5,138,3,2.368025,0.0555,8.466872
93,5,137,0,2.393956,0.0533,7.973977
93,5,136,0,2.380313,0.0625,9.173203
93,5,135,0,2.380164,0.0626,6.298803
93,5,134,0,2.385206,0.0592,3.333051
93,5,133,0,2.369338,0.0699,3.550528
93,5,132,0,2.37794,0.0641,4.977165
93,5,131,0,2.385355,0.0591,2.579414
93,5,130,0,2.394401,0.053,3.203974
93,5,129,0,2.403151,0.0471,1.843342
93,5,128,0,2.395439,0.0523,2.173777
93,5,127,0,2.387579,0.0576,3.026426
93,5,126,0,2.399592,0.0495,3.329807
93,5,125,0,2.401223,0.0484,4.347764
93,5,124,0,2.40063,0.0488,5.913887
93,5,123,0,2.392621,0.0542,5.209392
93,5,122,0,2.415608,0.0387,3.361731
93,5,121,0,2.392473,0.0543,3.333067
93,5,120,0,2.419612,0.036,4.320729
93,5,119,2,2.253906,0.2434,3823.226256
93,5,118,2,2.145609,0.3001,4993.211936
93,5,117,3,2.352268,0.0663,11.104525
93,5,116,3,2.344681,0.0715,12.577375
93,5,115,3,2.355916,0.0638,13.703453
93,5,114,0,2.388321,0.0571,6.324148
93,5,113,0,2.379868,0.0628,5.911314
93,5,112,0,2.383278,0.0605,13.390907
93,5,111,0,2.391732,0.0548,7.776855
93,5,110,0,2.384317,0.0598,14.789041
93,5,109,0,2.381499,0.0617,7.970141
93,5,108,0,2.384317,0.0598,4.383429
93,5,107,0,2.396329,0.0517,4.32244
93,5,106,0,2.384168,0.0599,3.295998
93,5,105,0,2.379719,0.0629,10.305997
93,5,104,0,2.379423,0.0631,4.342182
93,5,103,0,2.394401,0.053,4.280209
93,5,102,0,2.396477,0.0516,4.820444
93,5,101,0,2.394401,0.053,5.186328
93,5,100,0,2.386096,0.0586,1.984344
93,5,99,2,2.277972,0.2308,3226.339015
93,5,98,2,2.27186,0.234,2755.433918
93,5,97,2,2.296499,0.2211,2383.746125
93,5,96,2,2.297263,0.2207,2680.772748
93,5,95,2,2.211122,0.2658,2758.481019
93,5,94,2,2.278736,0.2304,2127.453126
93,5,93,3,2.358688,0.0619,11.033924
93,5,92,1,2.198745,0.2713,3936.678968
93,5,91,3,2.352852,0.0659,12.310339
93,5,90,3,2.351831,0.0666,13.337364
93,5,89,0,2.405079,0.0458,2.182152
93,5,88,0,2.391583,0.0549,4.291183
93,5,87,0,2.410566,0.0421,5.061509
93,5,86,0,2.403447,0.0469,5.912198
93,5,85,0,2.422578,0.034,5.15441
93,5,84,0,2.391732,0.0548,5.918982
93,5,83,0,2.40404,0.0465,5.767412
93,5,82,0,2.38313,0.0606,4.546142
93,5,81,0,2.398553,0.0502,8.931882
93,5,80,0,2.393659,0.0535,4.385408
57,25,199,0,2.389804,0.0561,4.14954
57,25,198,0,2.386096,0.0586,5.897066
57,25,197,0,2.386244,0.0585,5.562333
57,25,196,0,2.380164,0.0626,3.462964
57,25,195,0,2.385651,0.0589,5.644949
57,25,194,0,2.419167,0.0363,3.365402
57,25,193,0,2.412642,0.0407,4.314465
57,25,192,0,2.389804,0.0561,3.652153
57,25,191,0,2.392918,0.054,7.753379
57,25,190,0,2.377198,0.0646,5.381322
57,25,189,0,2.379126,0.0633,14.996848
57,25,188,0,2.393808,0.0534,5.994721
57,25,187,0,2.332115,0.095,24.178536
57,25,186,0,2.345017,0.0863,7.987484
57,25,185,0,2.314171,0.1071,14.7887
57,25,184,0,2.352877,0.081,11.462781
57,25,183,0,2.363851,0.0736,12.584327
57,25,182,0,2.351987,0.0816,6.173778
57,25,181,0,2.392028,0.0546,10.314306
57,25,180,0,2.362813,0.0743,12.58172
57,25,179,0,2.361182,0.0754,17.071827
57,25,178,0,2.344424,0.0867,24.275043
57,25,177,0,2.353025,0.0809,19.30412
57,25,176,0,2.357029,0.0782,26.152909
57,25,175,0,2.296671,0.1189,43.728039
57,25,174,0,2.324107,0.1004,18.371305
57,25,173,0,2.348873,0.0837,51.556093
57,25,172,0,2.372898,0.0675,41.829243
57,25,171,0,2.372601,0.0677,31.067764
57,25,170,0,2.395291,0.0524,17.401633
57,25,169,0,2.37097,0.0688,24.171856
57,25,168,0,2.342051,0.0883,30.507035
57,25,167,0,2.37438,0.0665,12.614208
57,25,166,0,2.363703,0.0737,29.879271
57,25,165,0,2.361923,0.0749,26.7701
57,25,164,0,2.385503,0.059,16.520379
57,25,163,0,2.385058,0.0593,17.965942
57,25,162,0,2.37008,0.0694,41.174658
57,25,161,0,2.38491,0.0594,32.957936
57,25,160,0,2.3683,0.0706,30.08777
57,25,159,0,2.361627,0.0751,26.682714
57,25,158,0,2.361775,0.075,17.975873
57,25,157,0,2.354657,0.0798,33.700008
57,25,156,0,2.347242,0.0848,15.619603
57,25,155,0,2.342051,0.0883,24.207503
57,25,154,0,2.295188,0.1199,42.966502
57,25,153,0,2.34561,0.0859,23.537482
57,25,152,0,2.358661,0.0771,30.919325
57,25,151,0,2.315802,0.106,15.358542
57,25,150,0,2.354657,0.0798,14.225908
57,25,149,0,2.376605,0.065,22.214165
57,25,148,0,2.337009,0.0917,20.194356
57,25,147,0,2.345314,0.0861,38.678534
57,25,146,0,2.320548,0.1028,66.083038
57,25,145,0,2.290146,0.1233,104.705622
57,25,144,0,2.318323,0.1043,44.184506
57,25,143,0,2.336712,0.0919,28.757425
57,25,142,0,2.307497,0.1116,78.699142
57,25,141,0,2.321289,0.1023,44.193663
57,25,140,0,2.308684,0.1108,95.503657
57,25,139,0,2.316395,0.1056,41.648561
57,25,138,0,2.322179,0.1017,39.029232
57,25,137,0,2.315209,0.1064,51.090482
57,25,136,0,2.320103,0.1031,45.974816
57,25,135,3,2.343368,0.0724,22.442436
57,25,134,3,2.342201,0.0732,18.164774
57,25,133,0,2.324107,0.1004,53.387551
57,25,132,0,2.321586,0.1021,38.578914
57,25,131,0,2.330929,0.0958,71.541823
57,25,130,0,2.281693,0.129,65.655332
57,25,129,0,2.296226,0.1192,154.870963
57,25,128,0,2.294447,0.1204,95.52565
57,25,127,0,2.336416,0.0921,78.99871
57,25,126,0,2.323069,0.1011,24.237063
57,25,125,0,2.334043,0.0937,50.948335
57,25,124,0,2.360144,0.0761,61.139235
57,25,123,0,2.319361,0.1036,51.377149
57,25,122,0,2.346055,0.0856,46.530744
57,25,121,0,2.336861,0.0918,25.024188
57,25,120,0,2.36222,0.0747,30.306794
57,25,119,3,2.370943,0.0535,4.344692
57,25,118,0,2.418722,0.0366,1.139533
57,25,117,0,2.419167,0.0363,1.848924
57,25,116,0,2.420502,0.0354,1.381822
57,25,115,0,2.41279,0.0406,1.092828
57,25,114,0,2.41457,0.0394,1.122124
57,25,113,0,2.41368,0.04,1.388811
57,25,112,0,2.408193,0.0437,1.08767
57,25,111,0,2.425544,0.032,1.086723
57,25,110,0,2.414718,0.0393,1.863365
57,25,109,0,2.400036,0.0492,2.748464
57,25,108,0,2.391583,0.0549,1.773352
57,25,107,0,2.416349,0.0382,1.201473
57,25,106,0,2.375419,0.0658,2.080482
57,25,105,0,2.398702,0.0501,1.669817
57,25,104,0,2.41279,0.0406,2.031693
57,25,103,0,2.415608,0.0387,3.840493
57,25,102,0,2.410714,0.042,2.670804
57,25,101,0,2.393363,0.0537,2.710217
57,25,100,0,2.39188,0.0547,1.697114
57,25,99,0,2.395587,0.0522,3.271757
57,25,98,0,2.395291,0.0524,2.635724
57,25,97,0,2.396922,0.0513,1.870514
57,25,96,0,2.402113,0.0478,1.858168
57,25,95,0,2.394549,0.0529,2.053705
57,25,94,0,2.393511,0.0536,4.066549
57,25,93,0,2.409231,0.043,2.870602
57,25,92,0,2.390842,0.0554,4.344122
57,25,91,0,2.38491,0.0594,2.75697
57,25,90,0,2.406562,0.0448,1.271572
57,25,89,0,2.37794,0.0641,2.073357
57,25,88,0,2.379423,0.0631,1.97922
57,25,87,0,2.411752,0.0413,1.43259
57,25,86,0,2.406858,0.0446,3.635557
57,25,85,0,2.385651,0.0589,2.021147
57,25,84,0,2.395291,0.0524,3.404066
57,25,83,0,2.387134,0.0579,4.328306
57,25,82,0,2.363703,0.0737,3.327745
57,25,81,0,2.373194,0.0673,4.378738
57,25,80,0,2.359254,0.0767,2.646153
97,25,199,0,2.394401,0.053,12.299572
97,25,198,0,2.369635,0.0697,14.785976
97,25,197,0,2.383278,0.0605,14.868597
97,25,196,0,2.396181,0.0518,7.964967
97,25,195,0,2.374529,0.0664,11.748705
97,25,194,0,2.39099,0.0553,7.761953
