"X","Y","Z","facies","density","porosity","permeability","Vp","Vs","Ip","Is"
107,171,178,"0",2.37705,0.0647,27.991102,3.176053,1.565758,7.54963678365,3.7218850539
107,171,179,"0",2.361478,0.0752,20.301588,3.098252,1.498693,7.316453936456,3.539130548254
107,171,180,"0",2.362072,0.0748,13.380736,3.10119,1.501226,7.32523406568,3.546003900272
107,171,181,"0",2.388024,0.0573,12.698429,3.23174,1.61376,7.71747268176,3.85369761024
107,171,182,"0",2.366521,0.0718,11.137815,3.123289,1.520275,7.391329007569,3.597762713275
107,171,183,"0",2.357771,0.0777,19.549245,3.079936,1.482905,7.261783782656,3.496350404755
107,171,184,"0",2.335822,0.0925,22.664701,2.973133,1.39084,6.944709470326,3.24875467048
107,171,185,"0",2.346352,0.0854,11.718176,3.024024,1.434709,7.095424760448,3.366332331568
107,171,186,"0",2.369487,0.0698,12.803243,3.138087,1.533031,7.435656351369,3.632497025097
107,171,187,"0",2.350652,0.0825,60.32676,3.044993,1.452784,7.157718885436,3.414989615168
107,171,188,"0",2.333005,0.0944,50.064513,2.959621,1.379194,6.904810591105,3.21766649797
107,171,189,"0",2.350208,0.0828,24.259397,3.042819,1.45091,7.151257556352,3.40994028928
107,171,190,"0",2.354063,0.0802,30.563283,3.0617,1.467186,7.2074346871,3.453848276718
107,171,191,"0",2.329594,0.0967,12.403379,2.943326,1.365147,6.856754589644,3.180238260318
107,171,192,"0",2.306311,0.1124,12.687323,2.833848,1.270777,6.535734814728,2.930806973647
107,171,193,"0",2.318471,0.1042,17.968838,2.890647,1.319738,6.701881240737,3.059774280598
107,171,194,"0",2.317285,0.105,29.777621,2.885069,1.31493,6.685527117665,3.04706756505
107,171,195,"0",2.32559,0.0994,46.852201,2.924281,1.34873,6.80067865079,3.1365930007
107,171,196,"0",2.354805,0.0797,61.160355,3.065341,1.470324,7.218280313505,3.46232630682
107,171,197,"0",2.332856,0.0945,41.48203,2.958912,1.378582,6.902715612672,3.216033290192
107,171,198,"0",2.345462,0.086,28.46951,3.019699,1.43098,7.082589255938,3.35630921276
107,171,199,"0",2.340568,0.0893,44.210966,2.995991,1.410544,7.012320662888,3.301474148992
107,171,80,"0",2.40582,0.0453,4.339273,3.323565,1.692913,7.9958991483,4.07284395366
107,171,81,"0",2.374232,0.0666,4.296482,3.161869,1.553531,7.507010559608,3.688443013192
107,171,82,"0",2.394698,0.0528,4.256014,3.265953,1.643251,7.820971117194,3.935089883198
107,171,83,"0",2.377346,0.0645,5.81653,3.177549,1.567047,7.554133404954,3.725412917262
107,171,84,"0",2.372304,0.0679,5.916883,3.152192,1.545189,7.477957690368,3.665658045456
107,171,85,"0",2.396032,0.0519,5.817066,3.272827,1.649177,7.841798222464,3.951480865664
107,171,86,"0",2.404634,0.0461,6.007365,3.317384,1.687585,7.977094357456,4.05802426889
107,171,87,"0",2.379126,0.0633,18.38019,3.186534,1.574792,7.581165889284,3.746628591792
107,171,88,"0",2.395439,0.0523,13.191069,3.269771,1.646542,7.832536974469,3.944190921938
107,171,89,"0",2.380906,0.0621,21.397843,3.195538,1.582554,7.608275597428,3.767912313924
107,171,90,"0",2.35258,0.0812,17.971735,3.054428,1.460917,7.18578622424,3.43692411586
107,171,91,"0",2.330484,0.0961,18.978855,2.947571,1.368806,6.869267054364,3.189980482104
107,171,92,"0",2.318175,0.1044,15.308055,2.889252,1.318535,6.6977917551,3.056594873625
107,171,93,"0",2.365038,0.0728,7.757825,3.11591,1.513914,7.36924555458,3.580464138732
107,171,94,"0",2.372749,0.0676,14.865859,3.154423,1.547113,7.484654018827,3.670910823637
107,171,95,"0",2.383872,0.0601,7.806925,3.210586,1.595525,7.653626068992,3.8035273728
107,171,96,"3",2.350663,0.0674,10.175599,3.045047,1.45283,7.157879316161,3.41511372629
107,171,97,"3",2.358104,0.0623,10.273537,3.08158,1.484322,7.26668612432,3.500185645488
107,171,98,"1",2.226785,0.2566,3990.340904,2.184607,1.332222,4.864650098495,2.96657196627
107,171,99,"1",2.186728,0.2776,4304.274895,2.162775,1.296042,4.7294006502,2.834091330576
107,191,0,"0",2.316247,0.1057,25.346033,2.880195,1.310728,6.671243028165,3.035969797816
107,191,1,"0",2.342051,0.0883,49.80925,3.003161,1.416724,7.033556223211,3.318039860924
107,191,10,"0",2.359402,0.0766,14.824498,3.087985,1.489843,7.28579798497,3.515138553886
107,191,11,"0",2.336267,0.0922,24.11071,2.97527,1.392683,6.95102511709,3.253679334361
107,191,12,"2",2.159361,0.2929,5235.281035,2.131216,1.267524,4.602064712976,2.737041892164
107,191,13,"2",2.123071,0.3119,4889.675067,2.11719,1.242052,4.49494469049,2.636964581692
107,191,14,"2",2.124217,0.3113,5615.649584,2.117546,1.242775,4.498127211482,2.639923782175
107,191,15,"2",2.127273,0.3097,5564.036881,2.118535,1.244738,4.506702305055,2.647897539474
107,191,16,"0",2.360737,0.0757,10.266207,3.094582,1.49553,7.305494226934,3.53055300561
107,191,17,"0",2.391138,0.0552,7.831339,3.247673,1.627494,7.765634321874,3.891562748172
107,191,18,"2",2.194696,0.2744,5090.143195,2.147632,1.296075,4.713399359872,2.8444906182
107,191,19,"2",2.254479,0.2431,3130.833701,2.18229,1.354364,4.91992697691,3.053385196356
107,191,2,"0",2.346055,0.0856,33.572215,3.022582,1.433465,7.09114361401,3.362987730575
107,191,20,"0",2.378978,0.0634,13.042775,3.185784,1.574146,7.578910048752,3.744858702788
107,191,21,"0",2.391138,0.0552,13.033168,3.247673,1.627494,7.765634321874,3.891562748172
107,191,22,"0",2.36133,0.0753,6.131941,3.097518,1.49806,7.31426217894,3.5374140198
107,191,23,"0",2.395143,0.0525,5.595914,3.268243,1.645226,7.827909343749,3.940551537318
107,191,24,"0",2.403596,0.0468,5.199242,3.311983,1.682929,7.960669090868,4.045081412684
107,191,25,"2",2.263647,0.2383,2240.268127,2.18834,1.364534,4.95362927598,3.088823295498
107,191,3,"0",2.346055,0.0856,38.522991,3.022582,1.433465,7.09114361401,3.362987730575
107,191,4,"0",2.351246,0.0821,38.930502,3.047894,1.455285,7.166348575924,3.42173303511
107,191,5,"2",2.217043,0.2627,3624.015112,2.159432,1.316226,4.787553599576,2.918129639718
107,191,6,"2",2.261737,0.2393,4585.006968,2.18687,1.362282,4.94612479319,3.081123603834
107,191,7,"2",2.221627,0.2603,4354.316568,2.161742,1.320441,4.802584394234,2.933527377507
107,191,8,"0",2.355398,0.0793,75.509223,3.068256,1.472837,7.226964045888,3.469117324126
107,191,9,"0",2.367559,0.0711,49.52905,3.128463,1.524735,7.406820731817,3.609900071865
107,85,100,"0",2.416201,0.0383,5.370541,3.378007,1.739842,8.161943891407,4.203807980242
107,85,101,"0",2.395439,0.0523,6.797919,3.269771,1.646542,7.832536974469,3.944190921938
107,85,102,"0",2.393659,0.0535,2.686742,3.260614,1.638649,7.804798046626,3.922366926691
107,85,103,"0",2.403299,0.047,10.595464,3.310441,1.6816,7.955979544859,4.0413875984
107,85,104,"0",2.415015,0.0391,10.51865,3.371752,1.73445,8.14283165628,4.18872276675
107,85,105,"0",2.404189,0.0464,16.196456,3.315069,1.685589,7.970052424041,4.052474532321
107,85,106,"0",2.365334,0.0726,12.047862,3.117385,1.515186,7.37365673159,3.583920962124
107,85,107,"0",2.350652,0.0825,11.559791,3.044993,1.452784,7.157718885436,3.414989615168
107,85,108,"0",2.378533,0.0637,13.686109,3.183537,1.572209,7.572147811221,3.739550989397
107,85,109,"0",2.393956,0.0533,7.747079,3.262138,1.639963,7.809414837928,3.925999263628
107,85,110,"0",2.36044,0.0759,19.72877,3.093115,1.494265,7.3011123706,3.5271228766
107,85,111,"0",2.360885,0.0756,17.964701,3.095316,1.496162,7.30768511466,3.53226642337
107,85,112,"0",2.366669,0.0717,16.370804,3.124028,1.520912,7.393540222732,3.599495282128
107,85,113,"0",2.334488,0.0934,14.797897,2.966727,1.385319,6.925788580776,3.234010581672
107,85,114,"0",2.369487,0.0698,20.395765,3.138087,1.533031,7.435656351369,3.632497025097
107,85,115,"0",2.365483,0.0725,19.640837,3.118122,1.515822,7.375864582926,3.585651172026
107,85,116,"0",2.361627,0.0751,22.919229,3.098986,1.499326,7.318649010222,3.540848763402
107,85,117,"0",2.372749,0.0676,12.639212,3.154423,1.547113,7.484654018827,3.670910823637
107,85,118,"0",2.349466,0.0833,26.346929,3.039198,1.447789,7.140492368268,3.401531030674
107,85,119,"0",2.349763,0.0831,26.793534,3.040646,1.449037,7.144797466898,3.404893528231
107,85,120,"0",2.262266,0.1421,117.314042,2.63497,1.099344,5.96100304202,2.487008553504
107,85,121,"0",2.287773,0.1249,31.629331,2.748848,1.197507,6.288740235504,2.739624181911
107,85,122,"0",2.28896,0.1241,44.313903,2.754231,1.202147,6.30432458976,2.75166639712
107,85,123,"0",2.304086,0.1139,30.492989,2.823547,1.261898,6.505695113042,2.907521515228
107,85,124,"0",2.265973,0.1396,73.498758,2.651303,1.113423,6.007781012819,2.522986455579
107,85,125,"0",2.269384,0.1373,94.030772,2.666394,1.126432,6.051071881296,2.556306757888
107,85,126,"0",2.280655,0.1297,28.980108,2.716711,1.169805,6.195880525705,2.667921622275
107,85,127,"0",2.313429,0.1076,115.366575,2.866996,1.29935,6.632591689284,3.00595397115
107,85,128,"0",2.281841,0.1289,104.925247,2.722048,1.174406,6.211280730368,2.679807761446
107,85,129,"0",2.283917,0.1275,60.868136,2.731406,1.182472,6.238304597302,2.700667902824
107,85,130,"0",2.294002,0.1207,32.992103,2.777196,1.221943,6.370893178392,2.803139685886
107,85,131,"0",2.325145,0.0997,104.416709,2.922171,1.346911,6.794471289795,3.131763377095
107,85,132,"0",2.335229,0.0929,157.057977,2.970284,1.388385,6.936293335036,3.242196915165
107,85,133,"0",2.31165,0.1088,55.331189,2.858682,1.292184,6.6082722453,2.9870771436
107,85,134,"0",2.313874,0.1073,38.469806,2.869077,1.301144,6.638682674298,3.010683271856
107,85,135,"3",2.348183,0.0691,17.965115,3.03294,1.442394,7.12189814802,3.387005070102
107,85,136,"1",2.205612,0.2677,2510.26748,2.172517,1.312362,4.791729565404,2.894561375544
107,85,137,"1",2.226213,0.2569,2221.876932,2.184249,1.331654,4.862603519037,2.964545446302
107,85,138,"1",2.216676,0.2619,2154.120531,2.178597,1.322481,4.829243683572,2.931511893156
107,85,139,"1",2.196456,0.2725,2539.451951,2.167687,1.304298,4.761229117272,2.864833167888
107,85,140,"3",2.349788,0.068,9.934294,3.04077,1.449143,7.14516485676,3.405178831684
107,85,141,"3",2.357958,0.0624,8.860087,3.080861,1.483702,7.264540841838,3.498507000516
107,85,142,"2",2.314644,0.2116,1250.978944,2.227411,1.42911,5.155663506684,3.30788088684
107,85,143,"2",2.318082,0.2098,969.036197,2.230031,1.433818,5.169394720542,3.323707697076
107,85,144,"2",2.267467,0.2363,1639.041689,2.191185,1.369019,4.968439678395,3.104205404873
107,85,145,"2",2.298218,0.2202,946.433273,2.213622,1.406636,5.087385925596,3.232756174648
107,85,146,"2",2.306431,0.2159,1745.380019,2.220853,1.417913,5.122244205643,3.270318498503
107,85,147,"2",2.278354,0.2306,1470.178272,2.198575,1.381673,5.00913214555,3.147940206242
107,85,148,"2",2.290387,0.2243,1656.532649,2.208061,1.396821,5.057314209607,3.199260659727
107,85,149,"2",2.336227,0.2003,907.110095,2.246206,1.460765,5.247647104762,3.412678633655
107,85,150,"2",2.286185,0.2265,1023.080955,2.204815,1.39151,5.040614980775,3.18124928935
107,85,151,"2",2.319419,0.2091,712.492013,2.231371,1.435829,5.175484293449,3.330289063351
107,85,152,"2",2.301274,0.2186,1197.815697,2.216337,1.410814,5.100398713338,3.246669577036
107,85,153,"2",2.186483,0.2787,1772.148045,2.143386,1.288985,4.686477051438,2.818343789755
107,85,154,"2",2.238817,0.2513,1192.943843,2.172085,1.337617,4.862900823445,2.994679679089
107,85,155,"2",2.265557,0.2373,1341.436132,2.189779,1.366779,4.961069141903,3.096515730903
107,85,156,"0",2.361775,0.075,10.678494,3.099721,1.499959,7.320843564775,3.542565667225
107,85,157,"0",2.358512,0.0772,8.944437,3.083593,1.486057,7.272691093616,3.504883267184
107,85,158,"0",2.37097,0.0688,13.125927,3.145505,1.539425,7.45789798985,3.64993049225
107,85,159,"0",2.372304,0.0679,10.277796,3.152192,1.545189,7.477957690368,3.665658045456
107,85,160,"0",2.375122,0.066,4.275767,3.166343,1.557388,7.520450918846,3.698986501336
107,85,161,"0",2.34561,0.0859,7.960585,3.020419,1.431601,7.08472501059,3.35797762161
107,85,162,"0",2.36133,0.0753,14.800282,3.097518,1.49806,7.31426217894,3.5374140198
107,85,163,"0",2.386838,0.0581,10.250617,3.225686,1.608541,7.699189920868,3.839326783358
107,85,164,"0",2.345165,0.0862,4.355891,3.018258,1.429738,7.07831302257,3.35297151677
107,85,165,"0",2.393511,0.0536,4.098265,3.259851,1.637992,7.802489226861,3.920551869912
107,85,166,"0",2.3901,0.0559,3.32185,3.242356,1.622911,7.7495550756,3.8789195811
107,85,167,"0",2.403299,0.047,6.732076,3.310441,1.6816,7.955979544859,4.0413875984
107,85,168,"0",2.378088,0.064,10.25345,3.18129,1.570272,7.56538757352,3.734244999936
107,85,169,"0",2.394104,0.0532,16.433119,3.262901,1.640621,7.811724335704,3.927817298584
107,85,170,"0",2.394401,0.053,13.000498,3.264427,1.641936,7.816347273227,3.931453200336
107,85,171,"0",2.396625,0.0515,15.411681,3.275886,1.651814,7.85107028475,3.95877872775
107,85,172,"0",2.379571,0.063,18.202037,3.188783,1.576731,7.587935552093,3.751943362401
107,85,173,"0",2.364741,0.073,11.593378,3.114436,1.512644,7.364834501076,3.577011285204
107,85,174,"0",2.39974,0.0494,13.236708,3.291979,1.665686,7.89989368546,3.99721332164
107,85,175,"0",2.393215,0.0538,25.940599,3.258327,1.636678,7.797877051305,3.91692233977
107,85,176,"0",2.380016,0.0627,27.798413,3.191033,1.578671,7.594709596528,3.757262238736
107,85,177,"0",2.368597,0.0704,24.239296,3.133642,1.529199,7.422335040274,3.622056163803
107,85,178,"0",2.368597,0.0704,30.602013,3.133642,1.529199,7.422335040274,3.622056163803
107,85,179,"0",2.403002,0.0472,10.438065,3.3089,1.680272,7.9512933178,4.037696976544
107,85,180,"0",2.373639,0.067,7.995617,3.158889,1.550963,7.498062127071,3.681426264357
107,85,181,"0",2.374974,0.0661,30.201603,3.165597,1.556745,7.518210569478,3.69722889963
107,85,182,"0",2.385948,0.0587,41.030801,3.22115,1.604631,7.6854964002,3.828566125188
107,85,183,"0",2.366521,0.0718,29.132651,3.123289,1.520275,7.391329007569,3.597762713275
107,85,184,"0",2.344424,0.0867,49.68325,3.014658,1.426635,7.067636566992,3.34463733324
107,85,185,"0",2.306311,0.1124,51.674942,2.833848,1.270777,6.535734814728,2.930806973647
107,85,186,"0",2.327963,0.0978,49.727886,2.935556,1.358449,6.833865752428,3.162419009387
107,85,187,"0",2.324552,0.1001,168.939031,2.919358,1.344487,6.786199477616,3.125329944824
107,85,188,"0",2.336267,0.0922,22.763026,2.97527,1.392683,6.95102511709,3.253679334361
107,85,189,"0",2.330335,0.0962,48.358186,2.946863,1.368196,6.867177989105,3.18835502566
107,85,190,"0",2.339827,0.0898,43.755233,2.992411,1.407458,7.001724052897,3.293208229766
107,85,191,"0",2.357178,0.0781,29.843517,3.077013,1.480385,7.253067349314,3.48953095353
107,85,192,"0",2.332412,0.0948,38.578914,2.956783,1.376747,6.896436150596,3.211141223764
107,85,193,"0",2.308239,0.1111,60.997214,2.842797,1.278491,6.561854904483,2.951062787349
107,85,194,"0",2.294743,0.1202,78.31591,2.780585,1.224864,6.380727964655,2.810748089952
107,85,195,"0",2.333005,0.0944,37.77983,2.959621,1.379194,6.904810591105,3.21766649797
107,85,196,"0",2.323365,0.1009,96.7186,2.91374,1.339644,6.7696815351,3.11248198206
107,85,197,"0",2.312984,0.1079,18.680565,2.864916,1.297557,6.626504869344,3.001228580088
107,85,198,"0",2.343386,0.0874,28.741538,3.009624,1.422296,7.052710746864,3.332988534256
107,85,199,"0",2.318768,0.104,50.07489,2.892043,1.320941,6.705976763024,3.062955720688
107,85,80,"3",2.397351,0.0354,3.240925,3.279632,1.655043,7.862429054832,3.967718991093
107,85,81,"3",2.385825,0.0433,3.602575,3.220526,1.604093,7.68361144395,3.827085181725
107,85,82,"3",2.38816,0.0417,1.42633,3.232433,1.614357,7.71956719328,3.85534281312
107,85,83,"3",2.386263,0.043,1.640601,3.222756,1.606015,7.690343400828,3.832374171945
107,85,84,"3",2.385971,0.0432,2.901142,3.221269,1.604734,7.685854417199,3.828848786714
107,85,85,"2",2.314644,0.2116,2381.716142,2.227411,1.42911,5.155663506684,3.30788088684
107,85,86,"2",2.266703,0.2367,2574.18645,2.190627,1.368124,4.965500792781,3.101130775172
107,85,87,"2",2.284084,0.2276,2217.021986,2.203126,1.388842,5.032124846584,3.172231790728
107,85,88,"2",2.290005,0.2245,1475.944408,2.207773,1.396339,5.055811208865,3.197623291695
107,85,89,"2",2.329733,0.2037,1183.668254,2.240926,1.451204,5.220759252758,3.380917848532
107,85,90,"2",2.397538,0.1682,1158.137169,2.309996,1.570175,5.538303189848,3.76455422915
107,85,91,"2",2.320756,0.2084,1510.18447,2.232688,1.437835,5.181524072128,3.33686420326
107,85,92,"2",2.323239,0.2071,1061.94005,2.235072,1.441551,5.192606438208,3.349067503689
107,85,93,"2",2.312734,0.2126,1824.819865,2.225957,1.426518,5.148046436438,3.299156680212
107,85,94,"2",2.268995,0.2355,2040.562964,2.192287,1.370806,4.974288241565,3.11035195997
107,85,95,"2",2.313307,0.2123,2465.414807,2.226398,1.427296,5.150342078186,3.301773827872
107,85,96,"2",2.264029,0.2381,2946.184905,2.18863,1.364983,4.95512179027,3.090361096507
107,85,97,"2",2.291533,0.2237,2644.660934,2.208915,1.398264,5.061801616695,3.204168098712
107,85,98,"2",2.261928,0.2392,2995.297748,2.187018,1.362508,4.946877250704,3.081894995424
107,85,99,"2",2.254097,0.2433,4019.943971,2.182052,1.353954,4.918556867044,3.051943649538
113,5,0,"0",2.379126,0.0633,17.98581,3.186534,1.574792,7.581165889284,3.746628591792
113,5,1,"0",2.378829,0.0635,29.072341,3.185035,1.5735,7.576653624015,3.7430874315
113,5,10,"0",2.415163,0.039,2.774259,3.372533,1.735124,8.145216917879,4.190607285212
113,5,100,"0",2.394994,0.0526,4.199891,3.26748,1.644567,7.82559499512,3.938728097598
113,5,101,"0",2.384168,0.0599,6.612672,3.212093,1.596824,7.658169343624,3.807096682432
113,5,102,"0",2.397812,0.0507,7.781082,3.28201,1.657092,7.86964296212,3.973395082704
113,5,103,"0",2.379126,0.0633,12.825373,3.186534,1.574792,7.581165889284,3.746628591792
113,5,104,"0",2.368004,0.0708,6.774091,3.130682,1.526648,7.413467498728,3.615108570592
113,5,105,"0",2.391583,0.0549,4.312608,3.249954,1.62946,7.772534737182,3.89698883518
113,5,106,"0",2.374825,0.0662,9.12202,3.164852,1.556102,7.5159696509,3.69546993215
113,5,107,"0",2.344572,0.0866,17.976287,3.015378,1.427256,7.069770828216,3.346304454432
113,5,108,"0",2.378236,0.0639,22.97365,3.182039,1.570918,7.567639703204,3.736013740648
113,5,109,"0",2.352877,0.081,14.797897,3.055882,1.46217,7.190114472514,3.44030616309
113,5,11,"0",2.424654,0.0326,2.738155,3.42282,1.77847,8.29915420428,4.31217439938
113,5,110,"0",2.349911,0.083,17.418871,3.04137,1.449661,7.14694881807,3.406574330171
113,5,111,"0",2.36133,0.0753,15.532809,3.097518,1.49806,7.31426217894,3.5374140198
113,5,112,"0",2.341458,0.0887,5.853195,3.000291,1.414251,7.025055364278,3.311409317958
113,5,113,"0",2.336119,0.0923,17.999896,2.974558,1.392069,6.948921460402,3.252038840211
113,5,114,"0",2.33864,0.0906,22.400102,2.986689,1.402526,6.98479036296,3.28000340464
113,5,115,"0",2.326776,0.0986,21.14706,2.929915,1.353586,6.81725590404,3.149491418736
113,5,116,"0",2.315654,0.1061,40.985478,2.877413,1.30833,6.663092923102,3.02963959782
113,5,117,"0",2.335378,0.0928,16.462281,2.970996,1.388999,6.938398696488,3.243837706622
113,5,118,"0",2.336564,0.092,35.438881,2.976696,1.393912,6.955240712544,3.256964598368
113,5,119,"0",2.295781,0.1195,30.62175,2.785335,1.228958,6.394519171635,2.821418426198
113,5,12,"0",2.424654,0.0326,4.972605,3.42282,1.77847,8.29915420428,4.31217439938
113,5,120,"0",2.327666,0.098,50.566163,2.934145,1.357233,6.82970955557,3.159185108178
113,5,121,"0",2.317285,0.105,41.581485,2.885069,1.31493,6.685527117665,3.04706756505
113,5,122,"0",2.337899,0.0911,20.091391,2.983117,1.399447,6.974226251183,3.271765741853
113,5,123,"0",2.327814,0.0979,50.923706,2.93485,1.357841,6.8317849179,3.160801289574
113,5,124,"0",2.325441,0.0995,52.933426,2.923577,1.348124,6.798605822457,3.134982822684
113,5,125,"0",2.346055,0.0856,95.549848,3.022582,1.433465,7.09114361401,3.362987730575
113,5,126,"0",2.35436,0.08,38.729331,3.063156,1.468441,7.21177196016,3.45723875276
113,5,127,"3",2.355186,0.0643,12.808846,3.067215,1.471939,7.22386182699,3.466690125654
113,5,128,"1",2.183867,0.2791,2896.476438,2.161231,1.293594,4.719841060277,2.825037247998
113,5,129,"1",2.188254,0.2768,2942.794936,2.16358,1.297343,4.73446258932,2.838916009122
113,5,13,"0",2.406858,0.0446,2.676634,3.32898,1.697581,8.01238214484,4.085836410498
113,5,130,"1",2.177572,0.2824,2778.625391,2.15835,1.28855,4.6999625262,2.8059104006
113,5,131,"3",2.350518,0.0675,11.178152,3.044334,1.452215,7.155761865012,3.41345749737
113,5,132,"2",2.175596,0.2844,2821.499645,2.138433,1.280167,4.652366281068,2.785126204532
113,5,133,"2",2.180944,0.2816,3037.03642,2.140763,1.284413,4.668884220272,2.801232825872
113,5,134,"2",2.235952,0.2528,3076.521823,2.170491,1.334772,4.853113692432,2.984486122944
113,5,135,"2",2.225829,0.2581,2128.090044,2.164385,1.324633,4.817550900165,2.948406545757
113,5,136,"2",2.173304,0.2856,2689.800067,2.137388,1.278339,4.645193889952,2.778219262056
113,5,137,"2",2.213223,0.2647,2078.547722,2.157402,1.312696,4.774811726646,2.905288979208
113,5,138,"2",2.150766,0.2974,3625.934879,2.12765,1.26116,4.5760772799,2.71246004856
113,5,139,"2",2.18209,0.281,2506.282375,2.141243,1.285319,4.67238493787,2.80468173671
113,5,14,"0",2.409528,0.0428,7.781763,3.342934,1.709609,8.054893075152,4.119350754552
113,5,140,"2",2.235761,0.2529,3244.591305,2.170382,1.334582,4.852455430702,2.983806386902
113,5,141,"2",2.21647,0.263,3245.712141,2.159133,1.315698,4.78565352051,2.91620514606
113,5,142,"2",2.138733,0.3037,3687.397866,2.122975,1.252636,4.540476690675,2.679053950188
113,5,143,"2",2.206347,0.2683,3373.416773,2.153514,1.306296,4.751399153358,2.882142260712
113,5,144,"2",2.254097,0.2433,2127.551101,2.182052,1.353954,4.918556867044,3.051943649538
113,5,145,"2",2.256771,0.2419,3010.578806,2.183692,1.356824,4.928092778532,3.062041055304
113,5,146,"2",2.279118,0.2302,2752.770465,2.199052,1.382554,5.011898996136,3.151003707372
113,5,147,"2",2.245502,0.2478,2693.208646,2.176395,1.344658,4.88709932529,3.019432228316
113,5,148,"0",2.350059,0.0829,10.287977,3.042095,1.450286,7.149102733605,3.408257666874
113,5,149,"0",2.396477,0.0516,11.281842,3.275121,1.651154,7.848752148717,3.956952584458
113,5,15,"0",2.41887,0.0365,2.694127,3.392111,1.752,8.20507553457,4.23786024
113,5,150,"3",2.357958,0.0624,9.996662,3.080861,1.483702,7.264540841838,3.498507000516
113,5,151,"3",2.358834,0.0618,11.409852,3.085179,1.487424,7.277425121286,3.508586303616
113,5,152,"3",2.359855,0.0611,10.12395,3.090223,1.491772,7.292478197665,3.52036561306
113,5,153,"2",2.279691,0.2299,2218.247496,2.199453,1.383239,5.014073209023,3.153357499149
113,5,154,"2",2.226975,0.2575,1941.332835,2.165112,1.325788,4.8216502962,2.9524967313
113,5,155,"2",2.20883,0.267,2335.393139,2.154952,1.308613,4.75992262616,2.89050365279
113,5,156,"2",2.288859,0.2251,1027.046247,2.206902,1.394893,5.051287504818,3.192713397087
113,5,157,"2",2.336991,0.1999,1677.876533,2.246854,1.461917,5.250877576314,3.416486871747
113,5,158,"2",2.314453,0.2117,1147.862849,2.227268,1.428851,5.154907104404,3.307008483503
113,5,159,"2",2.275298,0.2322,1601.437522,2.19661,1.37814,4.99794233978,3.13567918572
113,5,16,"0",2.405227,0.0457,5.533539,3.320473,1.690248,7.986491312371,4.065430126296
113,5,160,"2",2.297454,0.2206,1199.085082,2.213108,1.405683,5.084513827032,3.229492031082
113,5,161,"2",2.254861,0.2429,2128.335064,2.182527,1.354775,4.921295013747,3.054829311275
113,5,162,"2",2.287904,0.2256,2143.236022,2.206165,1.393686,5.04749372816,3.188619774144
113,5,163,"2",2.197179,0.2731,2326.05511,2.14884,1.298204,4.72138612236,2.852386566516
113,5,164,"2",2.226211,0.2579,2200.493044,2.164628,1.325018,4.818918664508,2.949769646798
113,5,165,"2",2.249895,0.2455,1778.852752,2.17936,1.349422,4.9033311672,3.03605781069
113,5,166,"2",2.251614,0.2446,1665.865753,2.180478,1.351279,4.909594791492,3.042558714306
113,5,167,"2",2.217043,0.2627,2866.355151,2.159432,1.316226,4.787553599576,2.918129639718
113,5,168,"2",2.176551,0.2839,1797.090714,2.13886,1.280928,4.65533787186,2.788005119328
113,5,169,"2",2.209403,0.2667,1886.731064,2.155278,1.309147,4.761877679034,2.892433309241
113,5,17,"0",2.403892,0.0466,5.120472,3.313526,1.684259,7.965358643192,4.048776736028
113,5,170,"2",2.213414,0.2646,2351.148174,2.157505,1.312873,4.77545177207,2.905931478422
113,5,171,"2",2.18591,0.279,2728.726446,2.143075,1.288488,4.68456907325,2.81651880408
113,5,172,"0",2.376902,0.0648,10.261952,3.175305,1.565113,7.54738880511,3.720120219926
113,5,173,"0",2.388766,0.0568,15.269331,3.235529,1.617026,7.728921667214,3.862696729916
113,5,174,"0",2.364444,0.0732,17.978771,3.112962,1.511373,7.360424323128,3.573556821612
113,5,175,"0",2.395736,0.0521,11.023513,3.271299,1.64786,7.837168781064,3.94783752496
113,5,176,"0",2.389507,0.0563,9.171028,3.23932,1.620294,7.74037781524,3.871703855058
113,5,177,"0",2.390693,0.0555,9.221849,3.245394,1.625529,7.758740718042,3.886140801597
113,5,178,"0",2.373194,0.0673,5.817615,3.156656,1.549037,7.491357079264,3.676165314178
113,5,179,"0",2.378088,0.064,11.521526,3.18129,1.570272,7.56538757352,3.734244999936
113,5,18,"0",2.401668,0.0481,2.610971,3.30197,1.674298,7.93023568596,4.021107929064
113,5,180,"0",2.386393,0.0584,17.64412,3.223417,1.606586,7.692339764881,3.833945584298
113,5,181,"0",2.367559,0.0711,13.331223,3.128463,1.524735,7.406820731817,3.609900071865
113,5,182,"0",2.390693,0.0555,14.790403,3.245394,1.625529,7.758740718042,3.886140801597
113,5,183,"0",2.364296,0.0733,20.986982,3.112225,1.510738,7.3582211186,3.571831810448
113,5,184,"0",2.33864,0.0906,26.001596,2.986689,1.402526,6.98479036296,3.28000340464
113,5,185,"0",2.37008,0.0694,43.70388,3.141052,1.535587,7.44454452416,3.63946403696
113,5,186,"0",2.351097,0.0822,17.993266,3.047169,1.454659,7.164189894393,3.420044410923
113,5,187,"0",2.353915,0.0803,30.560468,3.060972,1.466558,7.20526790538,3.45215287457
113,5,188,"0",2.357623,0.0778,24.134038,3.079205,1.482275,7.259604529715,3.494645632325
113,5,189,"0",2.336119,0.0923,48.956459,2.974558,1.392069,6.948921460402,3.252038840211
